alerts,apiInfoId,apiType,destinationIP,destinationPort,hasProvidedSpecDiff,hasReconstructedSpecDiff,hostSpecName,id,method,path,query,requestTime,sourceIP,specDiffType,statusCode,time
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4826,GET,/catalogue,tags=black%2Cskin%2Caction%2Cgeek%2Cblue%2Cformal&page=1&size=100,2023-01-18T12:13:30.785Z,192.168.157.162,,200,2023-01-18T12:13:30.827Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4825,GET,/catalogue,tags=black%2Cred%2Cskin&page=1&size=100,2023-01-18T12:13:29.269Z,192.168.157.162,,200,2023-01-18T12:13:29.286Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4824,GET,/catalogue,tags=magic%2Cgeek%2Caction%2Cmagic%2Csport&page=1&size=100,2023-01-18T12:13:28.707Z,192.168.157.162,,200,2023-01-18T12:13:28.891Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4823,GET,/catalogue,tags=sport%2Cmagic%2Caction%2Cskin%2Caction%2Cgeek%2Cblue%2Cbrown%2Caction%2Cblack%2Cred&page=1&size=100,2023-01-18T12:13:25.375Z,192.168.157.162,,200,2023-01-18T12:13:25.590Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4821,GET,/catalogue,tags=blue%2Csport%2Cred%2Caction%2Cgeek%2Cgeek%2Cblue%2Cgeek%2Csport&page=1&size=100,2023-01-18T12:13:20.004Z,192.168.157.162,,200,2023-01-18T12:13:20.440Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4819,GET,/customers/63c7d5555218a50001135984/addresses,2023-01-18T12:13:20.209Z,192.168.157.162,,200,2023-01-18T12:13:20.360Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4822,GET,/customers/63c7d5555218a50001135984,2023-01-18T12:13:14.983Z,192.168.157.162,,200,2023-01-18T12:13:20.360Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4820,GET,/customers/63c7d5555218a50001135984/cards,2023-01-18T12:13:20.210Z,192.168.157.162,,200,2023-01-18T12:13:20.359Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4818,GET,/catalogue,tags=green%2Cred%2Cblue%2Cmagic%2Csport%2Cgreen%2Cmagic&page=1&size=100,2023-01-18T12:13:13.430Z,192.168.157.162,,200,2023-01-18T12:13:14.884Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4817,GET,/catalogue,tags=brown%2Cgreen%2Cformal%2Cbrown%2Cred%2Csport%2Caction%2Cformal%2Cbrown%2Cformal&page=1&size=100,2023-01-18T12:13:08.263Z,192.168.157.162,,200,2023-01-18T12:13:08.719Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4816,GET,/customers/63c7d5555218a50001135984/cards,2023-01-18T12:13:06.533Z,192.168.157.162,,200,2023-01-18T12:13:06.666Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4815,GET,/customers/63c7d5555218a50001135984/addresses,2023-01-18T12:13:06.531Z,192.168.157.162,,200,2023-01-18T12:13:06.580Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",6,INTERNAL,10.96.145.8,80,False,False,user.sock-shop,4814,GET,/customers/63c7d5555218a50001135984,2023-01-18T12:13:06.491Z,192.168.157.162,,200,2023-01-18T12:13:06.527Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4813,GET,/catalogue,tags=&page=1&size=100,2023-01-18T12:13:05.925Z,192.168.157.162,,200,2023-01-18T12:13:05.994Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4812,DELETE,/carts/63c7d5555218a50001135984/items/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2023-01-18T12:13:04.130Z,192.168.157.162,,202,2023-01-18T12:13:04.217Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4811,DELETE,/carts/63c7d5555218a50001135984/items/510a0d7e-8e83-4193-b483-e27e09ddc34d,2023-01-18T12:13:04.106Z,192.168.157.162,,202,2023-01-18T12:13:04.122Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4810,DELETE,/carts/63c7d5555218a50001135984/items/3395a43e-2d88-40de-b95f-e00e1502085b,2023-01-18T12:13:04.081Z,192.168.157.162,,202,2023-01-18T12:13:04.097Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4809,DELETE,/carts/63c7d5555218a50001135984/items/d3588630-ad8e-49df-bbd7-3167f7efb246,2023-01-18T12:13:04.017Z,192.168.157.162,,202,2023-01-18T12:13:04.073Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4808,DELETE,/carts/63c7d5555218a50001135984/items/837ab141-399e-4c1f-9abc-bace40296bac,2023-01-18T12:13:03.881Z,192.168.157.162,,202,2023-01-18T12:13:03.997Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4807,GET,/catalogue,tags=skin%2Cblue%2Cblack%2Cbrown%2Cformal%2Cgreen%2Cred%2Cmagic&page=1&size=100,2023-01-18T12:13:03.455Z,192.168.157.162,,200,2023-01-18T12:13:03.609Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4806,GET,/catalogue,tags=sport%2Cbrown%2Cformal%2Cblack%2Cbrown%2Cgreen%2Cskin%2Cblack&page=1&size=100,2023-01-18T12:12:59.824Z,192.168.157.162,,200,2023-01-18T12:12:59.831Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4805,POST,/carts/63c7d5555218a50001135984/items,2023-01-18T12:12:59.630Z,192.168.157.162,,201,2023-01-18T12:12:59.719Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4804,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2023-01-18T12:12:59.528Z,192.168.157.162,,200,2023-01-18T12:12:59.667Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4802,GET,/catalogue,tags=formal%2Cmagic%2Cred%2Cbrown&page=1&size=100,2023-01-18T12:12:53.961Z,192.168.157.162,,200,2023-01-18T12:12:56.205Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4803,GET,/catalogue,tags=action&page=1&size=100,2023-01-18T12:12:53.961Z,192.168.157.162,,200,2023-01-18T12:12:56.205Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4801,GET,/catalogue,tags=formal%2Cblack%2Cbrown%2Cskin%2Cblack%2Cskin&page=1&size=100,2023-01-18T12:12:45.962Z,192.168.157.162,,200,2023-01-18T12:12:45.987Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4800,GET,/catalogue,tags=black%2Csport%2Csport%2Csport%2Cred%2Cmagic%2Cblack&page=1&size=100,2023-01-18T12:12:45.537Z,192.168.157.162,,200,2023-01-18T12:12:45.719Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4799,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2023-01-18T12:12:42.829Z,192.168.157.162,,200,2023-01-18T12:12:43.320Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4798,POST,/carts/63c7d5555218a50001135984/items,2023-01-18T12:12:43.204Z,192.168.157.162,,201,2023-01-18T12:12:43.319Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4797,GET,/catalogue,tags=brown%2Cformal%2Cblue%2Cformal%2Cskin%2Cbrown%2Cgreen%2Cblue%2Cred%2Cblack&page=1&size=100,2023-01-18T12:12:43.204Z,192.168.157.162,,200,2023-01-18T12:12:43.319Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4796,GET,/catalogue,tags=sport%2Cblue%2Cmagic%2Cformal&page=1&size=100,2023-01-18T12:12:38.388Z,192.168.157.162,,200,2023-01-18T12:12:39.995Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4795,GET,/catalogue,tags=magic%2Cbrown%2Cblack%2Cblue%2Cred%2Cskin&page=1&size=100,2023-01-18T12:12:36.485Z,192.168.157.162,,200,2023-01-18T12:12:39.271Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4794,GET,/catalogue,tags=sport%2Cred%2Cbrown%2Cblack%2Cmagic&page=1&size=100,2023-01-18T12:12:32.373Z,192.168.157.162,,200,2023-01-18T12:12:35.662Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4793,GET,/catalogue,tags=geek&page=1&size=100,2023-01-18T12:12:31.812Z,192.168.157.162,,200,2023-01-18T12:12:32.271Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4792,GET,/catalogue,tags=geek%2Caction%2Cgeek%2Cskin&page=1&size=100,2023-01-18T12:12:27.584Z,192.168.157.162,,200,2023-01-18T12:12:28.641Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,4791,POST,/carts/63c7d5555218a50001135984/items,2023-01-18T12:12:26.633Z,192.168.157.162,,201,2023-01-18T12:12:27.452Z
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,4790,GET,/catalogue/510a0d7e-8e83-4193-b483-e27e09ddc34d,2023-01-18T12:12:25.972Z,192.168.157.162,,200,2023-01-18T12:12:27.086Z
