Id,Request Tijdstempel,Response Tijdstempel,Methode,URL,Code,Reden,RTT,Grootte Resp. Header,Grootte Resp. Body
1557,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,4,428,51
1558,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,4,434,51
1559,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,3,426,51
1560,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,43,430,51
1561,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,5,428,51
1562,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,4,430,51
1563,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,5,436,51
1564,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,51,436,51
1565,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,21,426,51
1566,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,12,428,51
1567,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,54,432,51
1568,Tue Mar 21 17:45:56 CET 2023,Tue Mar 21 17:45:56 CET 2023,GET,http://172.18.0.4:30001/carts/param1/merge?sessionId=sessionId,404,Not Found,9,432,51
